sales,url,since,name,location
1111,https://www.etsy.com/uk/shop/superflyhel,2010,superflyhel,"Danville, Illinois"
96,https://www.etsy.com/uk/shop/LingerieSecretRoom,2018,LingerieSecretRoom,"Kharkiv, Ukraine"
10798,https://www.etsy.com/uk/shop/AryaClothing,2013,AryaClothing,"California City, California"
2475,https://www.etsy.com/uk/shop/LVXSupply,2016,LVXSupply,"Bon Air, Virginia"
752,https://www.etsy.com/uk/shop/BlackSapphireDesign,2011,BlackSapphireDesign,"Coral Springs, Florida"
322,https://www.etsy.com/uk/shop/monifclingerie,2019,monifclingerie,"New York, United States"
19,https://www.etsy.com/uk/shop/eMbellishedbyAnokah,2018,eMbellishedbyAnokah,"New York, United States"
29,https://www.etsy.com/uk/shop/ZulaStudios,2014,ZulaStudios,"Orange Park, Florida"
4469,https://www.etsy.com/uk/shop/Ahzalhea,2012,Ahzalhea,"Bellingham, Washington"
3520,https://www.etsy.com/uk/shop/LustNLux,2014,LustNLux,"Cincinnati, Ohio"
2986,https://www.etsy.com/uk/shop/LenaLenaLingerie,2014,LenaLenaLingerie,
1072,https://www.etsy.com/uk/shop/LeatherCoven,2013,LeatherCoven,"Holyoke, Massachusetts"
1422,https://www.etsy.com/uk/shop/BlossomBody,2016,BlossomBody,"Cherkasy, Ukraine"
529,https://www.etsy.com/uk/shop/BroughtonCurios,2016,BroughtonCurios,"Leicester, United Kingdom"
14755,https://www.etsy.com/uk/shop/roufe,2010,roufe,"Iasi, Romania"
495,https://www.etsy.com/uk/shop/LewisMayhem,2015,LewisMayhem,"Edmonton, Canada"
70,https://www.etsy.com/uk/shop/ukAjapan,2011,ukAjapan,"Okinawa, Japan"
50,https://www.etsy.com/uk/shop/LuxuryDressNaMa,2018,LuxuryDressNaMa,"Chernivtsi, Ukraine"
1693,https://www.etsy.com/uk/shop/KaorisLatexDreams,2009,KaorisLatexDreams,
2073,https://www.etsy.com/uk/shop/VintageEstate86,2014,VintageEstate86,"Cleveland, Ohio"
79,https://www.etsy.com/uk/shop/brightleggings,2017,brightleggings,
12,https://www.etsy.com/uk/shop/HookedSwimwear,2018,HookedSwimwear,
4707,https://www.etsy.com/uk/shop/Skyblueshops,2012,Skyblueshops,"Hong Kong, Hong Kong"
13,https://www.etsy.com/uk/shop/ShedasFashion,2015,ShedasFashion,"Pittsburgh, Pennsylvania"
510,https://www.etsy.com/uk/shop/DismayeD,2015,DismayeD,"Brisbane, Australia"
2,https://www.etsy.com/uk/shop/PurNaughtyKitty,2019,PurNaughtyKitty,"Longford, Ireland"
2016,https://www.etsy.com/uk/shop/EspressivoClub,2014,EspressivoClub,
294,https://www.etsy.com/uk/shop/NancyPantsi,2011,NancyPantsi,
1482,https://www.etsy.com/uk/shop/LoveLornLingerie,2014,LoveLornLingerie,"Brooklyn, New York"
317523,https://www.etsy.com/uk/shop/KJewelryMetal,2014,KJewelryMetal,"Istanbul, Turkey"
15,https://www.etsy.com/uk/shop/DallianceShop,2018,DallianceShop,"Ukrainka, Ukraine"
1646,https://www.etsy.com/uk/shop/GalacticGoddessBali,2014,GalacticGoddessBali,"Ubud, Indonesia"
5,https://www.etsy.com/uk/shop/PeekabooKnitwear,2019,PeekabooKnitwear,"Ufa, Russia"
80,https://www.etsy.com/uk/shop/LuxyAimeeKR777,2018,LuxyAimeeKR777,"Seoul, South Korea"
13,https://www.etsy.com/uk/shop/TaGueuleLingerie,2017,TaGueuleLingerie,"Ibiza Town, Spain"
0,https://www.etsy.com/uk/shop/EroticStraps,2019,EroticStraps,
691,https://www.etsy.com/uk/shop/LaKnitteria,2015,LaKnitteria,"Krakow, Poland"
2466,https://www.etsy.com/uk/shop/FeverDreamBoutique,2014,FeverDreamBoutique,"Mesa, Arizona"
48,https://www.etsy.com/uk/shop/YSLingerieBoutique,2017,YSLingerieBoutique,"Kyiv, Ukraine"
8,https://www.etsy.com/uk/shop/Pletinella,2018,Pletinella,"Koper, Slovenia"
86,https://www.etsy.com/uk/shop/YemmyLingerie,2017,YemmyLingerie,"Kharkiv, Ukraine"
659,https://www.etsy.com/uk/shop/101Vintage,2010,101Vintage,"Mesa, Arizona"
493,https://www.etsy.com/uk/shop/PivovarovaLingerie,2018,PivovarovaLingerie,"Odesa, Ukraine"
50,https://www.etsy.com/uk/shop/KobrabraLingerie,2017,KobrabraLingerie,"Kharkiv, Ukraine"
0,https://www.etsy.com/uk/shop/SensuaLingerie,2019,SensuaLingerie,"Kyiv, Ukraine"
664,https://www.etsy.com/uk/shop/rclarner,2009,rclarner,"Rochester, New York"
0,https://www.etsy.com/uk/shop/PILLSNPOISON,2019,PILLSNPOISON,"Guangzhou, China"
1505,https://www.etsy.com/uk/shop/LeeNeeMeeNee,2014,LeeNeeMeeNee,
877,https://www.etsy.com/uk/shop/Lacegrenade,2015,Lacegrenade,"Melbourne, Australia"
2,https://www.etsy.com/uk/shop/LeeLooKnitWear,2019,LeeLooKnitWear,"Saratov, Russia"
2406,https://www.etsy.com/uk/shop/vintageopulence,2007,vintageopulence,"Atlanta, Georgia"
6364,https://www.etsy.com/uk/shop/DarlingtoniaVtg,2010,DarlingtoniaVtg,"Sebastopol, California"
438,https://www.etsy.com/uk/shop/ZipTherapy,2013,ZipTherapy,"Norwich, United Kingdom"
1036,https://www.etsy.com/uk/shop/HarnessMyPony,2017,HarnessMyPony,"London, United Kingdom"
868,https://www.etsy.com/uk/shop/PeithoBlack,2014,PeithoBlack,"Greensboro, North Carolina"
1763,https://www.etsy.com/uk/shop/TOMgirlApparel,2012,TOMgirlApparel,"Huntington Beach, California"
64,https://www.etsy.com/uk/shop/NikolayBozhilov,2015,NikolayBozhilov,"Sofia, Bulgaria"
912,https://www.etsy.com/uk/shop/AnahataDesign,2014,AnahataDesign,"Nevada City, California"
69,https://www.etsy.com/uk/shop/ShopChanelMoore,2017,ShopChanelMoore,"Boston, Massachusetts"
244,https://www.etsy.com/uk/shop/adrinADietra,2012,adrinADietra,"New York, United States"
1845,https://www.etsy.com/uk/shop/TreasureIsle,2009,TreasureIsle,"Sacramento, California"
135,https://www.etsy.com/uk/shop/elvihandmade,2015,elvihandmade,
8909,https://www.etsy.com/uk/shop/AnnasDream,2010,AnnasDream,
114,https://www.etsy.com/uk/shop/MistressDesigns,2015,MistressDesigns,"Gloucester City, New Jersey"
22,https://www.etsy.com/uk/shop/SewasDesign,2017,SewasDesign,"London, United Kingdom"
14,https://www.etsy.com/uk/shop/NonpareilLingerie,2019,NonpareilLingerie,"Dnipro, Ukraine"
127,https://www.etsy.com/uk/shop/MarineLaceSpace,2016,MarineLaceSpace,"Dubno, Ukraine"
2062,https://www.etsy.com/uk/shop/ColieCo,2012,ColieCo,"Sagres, Portugal"
16,https://www.etsy.com/uk/shop/Swoonzy,2019,Swoonzy,"Kyiv, Ukraine"
10521,https://www.etsy.com/uk/shop/shopBREEZI,2012,shopBREEZI,"Madison, Wisconsin"
394,https://www.etsy.com/uk/shop/HeatherBlossomsShop,2018,HeatherBlossomsShop,
383,https://www.etsy.com/uk/shop/AdWarehouse,2018,AdWarehouse,"Niagara Falls, Canada"
145,https://www.etsy.com/uk/shop/DebutLingerie,2017,DebutLingerie,"Kyiv, Ukraine"
15,https://www.etsy.com/uk/shop/AlicjaCollection,2014,AlicjaCollection,"Krakow, Poland"
500,https://www.etsy.com/uk/shop/MissULingerie,2017,MissULingerie,"Bila Tserkva, Ukraine"
246,https://www.etsy.com/uk/shop/Slavasclothes,2016,Slavasclothes,"Barcelona, Spain"
7228,https://www.etsy.com/uk/shop/TatianasThreads,2012,TatianasThreads,"Dolores, Colorado"
733,https://www.etsy.com/uk/shop/ByMidnightSparkle,2012,ByMidnightSparkle,"Wichita, Kansas"
364,https://www.etsy.com/uk/shop/TangolevaDancewear,2015,TangolevaDancewear,"Santa Fe, New Mexico"
27,https://www.etsy.com/uk/shop/MrswhiteStore,2018,MrswhiteStore,
274,https://www.etsy.com/uk/shop/SexyCrochetByMezhan,2016,SexyCrochetByMezhan,"Rostov-on-Don, Russia"
0,https://www.etsy.com/uk/shop/CascaranoPerez,2018,CascaranoPerez,"Buenos Aires, Argentina"
1565,https://www.etsy.com/uk/shop/SelfXpressionShop,2016,SelfXpressionShop,"Los Angeles, California"
135,https://www.etsy.com/uk/shop/ChaosTheoryLingerie,2015,ChaosTheoryLingerie,"Brooklyn, New York"
242,https://www.etsy.com/uk/shop/WorksOfNatalie,2017,WorksOfNatalie,"Yoshkar-Ola, Russia"
6668,https://www.etsy.com/uk/shop/NerayArt,2015,NerayArt,"Sofia, Bulgaria"
4743,https://www.etsy.com/uk/shop/VinylDolls,2007,VinylDolls,"Los Angeles, California"
19,https://www.etsy.com/uk/shop/GoldTrunkVtg,2019,GoldTrunkVtg,"Tallahassee, Florida"
4215,https://www.etsy.com/uk/shop/LotusTribeClothing,2016,LotusTribeClothing,"Santa Rosa, California"
106,https://www.etsy.com/uk/shop/Vitaminseaetsy,2017,Vitaminseaetsy,"Honolulu, Hawaii"
25,https://www.etsy.com/uk/shop/HarnessMaison,2018,HarnessMaison,"Moscow, Russia"
187,https://www.etsy.com/uk/shop/dollsntrolls,2015,dollsntrolls,"Portland, Oregon"
76,https://www.etsy.com/uk/shop/MillesimeStore,2018,MillesimeStore,"London, United Kingdom"
4,https://www.etsy.com/uk/shop/GoLingerie,2019,GoLingerie,
5436,https://www.etsy.com/uk/shop/melsvanity,2007,melsvanity,"Tacoma, Washington"
532,https://www.etsy.com/uk/shop/DominantHarness,2018,DominantHarness,"Vinnytsia, Ukraine"
229,https://www.etsy.com/uk/shop/WildCatLeather,2016,WildCatLeather,"Kazan’, Russia"
422,https://www.etsy.com/uk/shop/MariannaGiordana,2011,MariannaGiordana,"Paris, France"
367,https://www.etsy.com/uk/shop/Kokolingerie,2016,Kokolingerie,"Caracas, Venezuela"
946,https://www.etsy.com/uk/shop/AmorebyVIPA,2016,AmorebyVIPA,"Klaipėda, Lithuania"
13772,https://www.etsy.com/uk/shop/KBazaar,2011,KBazaar,
590,https://www.etsy.com/uk/shop/impFLIRT,2015,impFLIRT,"Uzhhorod, Ukraine"
4,https://www.etsy.com/uk/shop/Karinamakeclothing,2015,Karinamakeclothing,"Riga, Latvia"
3388,https://www.etsy.com/uk/shop/CocosRetroCloset,2010,CocosRetroCloset,"Čakovec, Croatia"
201,https://www.etsy.com/uk/shop/JelenaGajicJewelry,2017,JelenaGajicJewelry,"Pančevo, Serbia"
51,https://www.etsy.com/uk/shop/LastingTrends,2019,LastingTrends,
371,https://www.etsy.com/uk/shop/GuardWhatsYours,2017,GuardWhatsYours,"Burbank, California"
108,https://www.etsy.com/uk/shop/BellaHide,2017,BellaHide,
113,https://www.etsy.com/uk/shop/BreathingFire,2016,BreathingFire,"Fort Wayne, Indiana"
4202,https://www.etsy.com/uk/shop/TwistedSaint,2014,TwistedSaint,"Warwick, United Kingdom"
69,https://www.etsy.com/uk/shop/Trangscrochet,2018,Trangscrochet,"Ho Chi Minh City, Vietnam"
2,https://www.etsy.com/uk/shop/FranklyMyDearBoudoir,2018,FranklyMyDearBoudoir,"Charlotte, North Carolina"
1,https://www.etsy.com/uk/shop/HARNESSBRA,2019,HARNESSBRA,
10,https://www.etsy.com/uk/shop/MetenCoShop,2019,MetenCoShop,"Rybinsk, Russia"
124,https://www.etsy.com/uk/shop/MiHarness,2018,MiHarness,"Kyiv, Ukraine"
2630,https://www.etsy.com/uk/shop/vintagestew,2008,vintagestew,
5190,https://www.etsy.com/uk/shop/LeftHandSaber,2014,LeftHandSaber,
11,https://www.etsy.com/uk/shop/FranciVinBoutique,2019,FranciVinBoutique,
