sales,url,since,name,location
387,https://www.etsy.com/uk/shop/RosaBoutiqueStudio,2016,RosaBoutiqueStudio,"Ljubljana, Slovenia"
282,https://www.etsy.com/uk/shop/TirithLeatherCraft,2015,TirithLeatherCraft,"Kyiv, Ukraine"
53,https://www.etsy.com/uk/shop/NonVisibleLingerie,2019,NonVisibleLingerie,"Kharkiv, Ukraine"
93,https://www.etsy.com/uk/shop/HarnessHall,2018,HarnessHall,"St Petersburg, Russia"
795,https://www.etsy.com/uk/shop/karsona11,2014,karsona11,
376,https://www.etsy.com/uk/shop/EcoStudioWoman,2013,EcoStudioWoman,"Rubizhne, Ukraine"
40,https://www.etsy.com/uk/shop/FaynaLingerie,2018,FaynaLingerie,"Kyiv, Ukraine"
5222,https://www.etsy.com/uk/shop/TigerlilyFrocks,2011,TigerlilyFrocks,"Fort Worth, Texas"
96,https://www.etsy.com/uk/shop/shopslumberland,2018,shopslumberland,"Sacramento, California"
1,https://www.etsy.com/uk/shop/GoodClothingCo,2019,GoodClothingCo,"Kelowna, Canada"
761,https://www.etsy.com/uk/shop/vintachi,2013,vintachi,
697,https://www.etsy.com/uk/shop/listitcafe,2008,listitcafe,"Park Ridge, New Jersey"
21244,https://www.etsy.com/uk/shop/PantieHeaven,2014,PantieHeaven,"Roanoke, Virginia"
6610,https://www.etsy.com/uk/shop/CamexiaDesigns,2014,CamexiaDesigns,"London, United Kingdom"
2409,https://www.etsy.com/uk/shop/GreatfindGallery,2013,GreatfindGallery,"Grand Blanc, Michigan"
949,https://www.etsy.com/uk/shop/ImageLab4you,2012,ImageLab4you,"Hollywood, Florida"
102,https://www.etsy.com/uk/shop/WAITINGROOMVTG,2013,WAITINGROOMVTG,"Sacramento, California"
124,https://www.etsy.com/uk/shop/OPIUMworkshop,2017,OPIUMworkshop,"Denpasar, Indonesia"
457,https://www.etsy.com/uk/shop/VintageVanillaShop,2012,VintageVanillaShop,"Poznań, Poland"
4281,https://www.etsy.com/uk/shop/offrandes,2010,offrandes,"Paris, France"
3855,https://www.etsy.com/uk/shop/VintageDreamBox,2013,VintageDreamBox,
290,https://www.etsy.com/uk/shop/ConstantineFashion,2015,ConstantineFashion,
379,https://www.etsy.com/uk/shop/DragonflyVTG,2016,DragonflyVTG,"Uzhhorod, Ukraine"
0,https://www.etsy.com/uk/shop/HaneenshopCrafts,2019,HaneenshopCrafts,Palestine
2366,https://www.etsy.com/uk/shop/LenaMerayAtelier,2015,LenaMerayAtelier,"Breinigerberg, Germany"
41,https://www.etsy.com/uk/shop/BodyFetish,2017,BodyFetish,"Kryvyi Rih, Ukraine"
4176,https://www.etsy.com/uk/shop/WearingMeOutVtg,2017,WearingMeOutVtg,"Charlotte, North Carolina"
5397,https://www.etsy.com/uk/shop/TheCosmicCircle,2012,TheCosmicCircle,"Winston-Salem, North Carolina"
100,https://www.etsy.com/uk/shop/Pantsforsex,2018,Pantsforsex,
202,https://www.etsy.com/uk/shop/SybilsCouture,2013,SybilsCouture,"Las Vegas, Nevada"
43,https://www.etsy.com/uk/shop/HandmadeLingerieArt,2019,HandmadeLingerieArt,"Dnipro, Ukraine"
1595,https://www.etsy.com/uk/shop/FrocksnFrillsVintage,2009,FrocksnFrillsVintage,"Wheaton, Illinois"
311,https://www.etsy.com/uk/shop/LeatherXUA,2018,LeatherXUA,
564,https://www.etsy.com/uk/shop/MartimaHandMade,2017,MartimaHandMade,
455,https://www.etsy.com/uk/shop/cougarvintage,2010,cougarvintage,"Miami, Florida"
23035,https://www.etsy.com/uk/shop/mbchills,2008,mbchills,"Blue Ridge View, Virginia"
1854,https://www.etsy.com/uk/shop/StyleWanderlustUSA,2014,StyleWanderlustUSA,
98,https://www.etsy.com/uk/shop/ClementineDivineLuxe,2016,ClementineDivineLuxe,"Winchester, United Kingdom"
340,https://www.etsy.com/uk/shop/ThingsCherishedAgain,2014,ThingsCherishedAgain,"Odessa, Florida"
79,https://www.etsy.com/uk/shop/YourInstinct,2017,YourInstinct,"Almaty, Kazakhstan"
2469,https://www.etsy.com/uk/shop/RareJuleVintage,2010,RareJuleVintage,"Chicago, Illinois"
3556,https://www.etsy.com/uk/shop/MariMothLingerie,2016,MariMothLingerie,"Kyiv, Ukraine"
1296,https://www.etsy.com/uk/shop/BARElyThereIntimates,2015,BARElyThereIntimates,"Bat Yam, Israel"
26,https://www.etsy.com/uk/shop/BelExplores,2019,BelExplores,"Saint Cloud, Minnesota"
2069,https://www.etsy.com/uk/shop/CubeVintage,2009,CubeVintage,"Fontainebleau, France"
185,https://www.etsy.com/uk/shop/crochetbarefoot,2015,crochetbarefoot,"Jelgava, Latvia"
104,https://www.etsy.com/uk/shop/MyLovelyLingerie,2019,MyLovelyLingerie,"Chernihiv, Ukraine"
398,https://www.etsy.com/uk/shop/SeseLace,2017,SeseLace,"Vilnius, Lithuania"
51,https://www.etsy.com/uk/shop/BlackPeonyLingerie,2017,BlackPeonyLingerie,"Kyiv, Ukraine"
3112,https://www.etsy.com/uk/shop/HopeKnowsVintage,2011,HopeKnowsVintage,"Fremont, California"
52,https://www.etsy.com/uk/shop/CrochetSexyGifts,2018,CrochetSexyGifts,
265,https://www.etsy.com/uk/shop/BaedStories,2018,BaedStories,"Kyiv, Ukraine"
0,https://www.etsy.com/uk/shop/HotThreadsPK,2019,HotThreadsPK,
1518,https://www.etsy.com/uk/shop/ApplePieIntimates,2013,ApplePieIntimates,"Staten Island, New York"
1006,https://www.etsy.com/uk/shop/KnittyKittyClothing,2015,KnittyKittyClothing,"Trinidad, California"
1896,https://www.etsy.com/uk/shop/BikiniBlackSnail,2017,BikiniBlackSnail,"Zaporizhia, Ukraine"
16,https://www.etsy.com/uk/shop/AJAndMore,2016,AJAndMore,"Los Angeles, California"
928,https://www.etsy.com/uk/shop/ElmaShop,2014,ElmaShop,"San Jose, California"
764,https://www.etsy.com/uk/shop/ElastiqueLingerie,2015,ElastiqueLingerie,"Dnipro, Ukraine"
80,https://www.etsy.com/uk/shop/WastedCoutureAlt,2018,WastedCoutureAlt,"Szczecin, Poland"
3,https://www.etsy.com/uk/shop/NimpheaLingerie0,2019,NimpheaLingerie0,"Kharkiv, Ukraine"
1525,https://www.etsy.com/uk/shop/SecretLoveLingerie,2018,SecretLoveLingerie,"Vinnytsia, Ukraine"
2090,https://www.etsy.com/uk/shop/MyAqua,2011,MyAqua,
116,https://www.etsy.com/uk/shop/ChameleonCouture,2011,ChameleonCouture,"Royal Leamington Spa, United Kingdom"
0,https://www.etsy.com/uk/shop/LoveBikiniShop,2019,LoveBikiniShop,
751,https://www.etsy.com/uk/shop/BleakandSleek,2018,BleakandSleek,"Utrecht, The Netherlands"
4807,https://www.etsy.com/uk/shop/FashionForWomen,2014,FashionForWomen,"Prague, Czechia"
222,https://www.etsy.com/uk/shop/ElationLingerie,2016,ElationLingerie,"Toronto, Canada"
360,https://www.etsy.com/uk/shop/VixensCosplayCloset,2017,VixensCosplayCloset,"Glendale, Arizona"
1458,https://www.etsy.com/uk/shop/TwilightSiren,2012,TwilightSiren,"Leicester, United Kingdom"
43,https://www.etsy.com/uk/shop/ladydecadencecouture,2017,ladydecadencecouture,"Paris, France"
134,https://www.etsy.com/uk/shop/PerfectGiftGB,2018,PerfectGiftGB,"City of London, United Kingdom"
59,https://www.etsy.com/uk/shop/Rubytique,2013,Rubytique,"Elk Grove, California"
616,https://www.etsy.com/uk/shop/MournTheLiving,2012,MournTheLiving,"Detroit, Michigan"
992,https://www.etsy.com/uk/shop/Latexion,2015,Latexion,"Sterling Heights, Michigan"
719,https://www.etsy.com/uk/shop/SoftAndBrutal,2016,SoftAndBrutal,"St Petersburg, Russia"
430,https://www.etsy.com/uk/shop/ZaZaAtelier,2017,ZaZaAtelier,"Sofia, Bulgaria"
146,https://www.etsy.com/uk/shop/PussyCollars,2018,PussyCollars,"London, United Kingdom"
502,https://www.etsy.com/uk/shop/ElenaVorobey,2014,ElenaVorobey,"Kyiv, Ukraine"
1621,https://www.etsy.com/uk/shop/HarnessMeDesigns,2016,HarnessMeDesigns,"Vancouver, Canada"
8748,https://www.etsy.com/uk/shop/BellaBordello,2010,BellaBordello,"San Francisco, California"
881,https://www.etsy.com/uk/shop/MuscleManGear,2015,MuscleManGear,
1294,https://www.etsy.com/uk/shop/IntrigueU4Ever,2010,IntrigueU4Ever,"Lake Geneva, Wisconsin"
960,https://www.etsy.com/uk/shop/OUTisinUSA,2014,OUTisinUSA,"San Diego, California"
567,https://www.etsy.com/uk/shop/UnmentionableUndies,2013,UnmentionableUndies,"Brighton, United Kingdom"
643,https://www.etsy.com/uk/shop/Totiashop,2016,Totiashop,"Toronto, Canada"
3507,https://www.etsy.com/uk/shop/BuddhiGear,2014,BuddhiGear,"Orlando, Florida"
121,https://www.etsy.com/uk/shop/GraceHarnessUA,2018,GraceHarnessUA,"Kyiv, Ukraine"
35,https://www.etsy.com/uk/shop/ViolettCloudsDesign,2018,ViolettCloudsDesign,
186,https://www.etsy.com/uk/shop/janehavens1,2012,janehavens1,"Welches, Oregon"
2555,https://www.etsy.com/uk/shop/girlgal6,2011,girlgal6,"Rhinebeck, New York"
91,https://www.etsy.com/uk/shop/LSLforher,2008,LSLforher,"Edinburgh, United Kingdom"
366,https://www.etsy.com/uk/shop/TKHarness,2018,TKHarness,"Kyiv, Ukraine"
22,https://www.etsy.com/uk/shop/HarmonyHappywear,2019,HarmonyHappywear,"Graz, Austria"
9202,https://www.etsy.com/uk/shop/FAFlingerie,2011,FAFlingerie,"Staten Island, New York"
3,https://www.etsy.com/uk/shop/rosievonboschan,2017,rosievonboschan,"London, United Kingdom"
3249,https://www.etsy.com/uk/shop/dshejewelrymetal,2018,dshejewelrymetal,"Istanbul, Turkey"
1748,https://www.etsy.com/uk/shop/FlirtCoutureDivision,2015,FlirtCoutureDivision,"Uzhhorod, Ukraine"
211,https://www.etsy.com/uk/shop/GolovenkoStudio,2017,GolovenkoStudio,"Dnipro, Ukraine"
5,https://www.etsy.com/uk/shop/BurntJasmine,2012,BurntJasmine,
26,https://www.etsy.com/uk/shop/LuxurySensations,2018,LuxurySensations,
693,https://www.etsy.com/uk/shop/YourPinkGirl,2014,YourPinkGirl,"Brighton, Colorado"
7542,https://www.etsy.com/uk/shop/Beadsvalley,2017,Beadsvalley,"Los Angeles, California"
60,https://www.etsy.com/uk/shop/YouMarriedaWitch,2018,YouMarriedaWitch,"A Coruña, Spain"
307,https://www.etsy.com/uk/shop/LeMirageOfficial,2017,LeMirageOfficial,"Vilnius, Lithuania"
275,https://www.etsy.com/uk/shop/JushaLingerie,2015,JushaLingerie,"St Petersburg, Russia"
2803,https://www.etsy.com/uk/shop/theindustry,2012,theindustry,
820,https://www.etsy.com/uk/shop/FeyDesignLingerie,2016,FeyDesignLingerie,"Odesa, Ukraine"
1412,https://www.etsy.com/uk/shop/Lalilouche,2010,Lalilouche,"Tel Aviv, Israel"
380,https://www.etsy.com/uk/shop/PatternGrove,2017,PatternGrove,"Olympia, Washington"
119,https://www.etsy.com/uk/shop/DreamandDrive,2015,DreamandDrive,"Adelaide, Australia"
6665,https://www.etsy.com/uk/shop/Cvetinka,2011,Cvetinka,
493,https://www.etsy.com/uk/shop/MagicUaHands,2016,MagicUaHands,"Uzhhorod, Ukraine"
59,https://www.etsy.com/uk/shop/ToExcite,2018,ToExcite,"Moscow, Russia"
19,https://www.etsy.com/uk/shop/ZogutShop,2018,ZogutShop,"Perm, Russia"
0,https://www.etsy.com/uk/shop/LimerenciaLingerieUA,2019,LimerenciaLingerieUA,"Kharkiv, Ukraine"
8532,https://www.etsy.com/uk/shop/BADINKA,2014,BADINKA,
3739,https://www.etsy.com/uk/shop/elliemayhems,2011,elliemayhems,"Atlanta, Georgia"
5648,https://www.etsy.com/uk/shop/loveswhore,2014,loveswhore,"Vancouver, Canada"
620,https://www.etsy.com/uk/shop/WhattaBoutique,2017,WhattaBoutique,
134,https://www.etsy.com/uk/shop/PrototypeAlt,2015,PrototypeAlt,"Nottingham, United Kingdom"
244,https://www.etsy.com/uk/shop/ShopSilverTooth,2015,ShopSilverTooth,"Brisbane, Australia"
542,https://www.etsy.com/uk/shop/Backseam,2015,Backseam,"Kyiv, Ukraine"
264,https://www.etsy.com/uk/shop/OliveBranchhhVintage,2015,OliveBranchhhVintage,"Toronto, Canada"
2974,https://www.etsy.com/uk/shop/EnchantedLeather,2009,EnchantedLeather,
886,https://www.etsy.com/uk/shop/9FloorStudio,2016,9FloorStudio,"Kyiv, Ukraine"
11,https://www.etsy.com/uk/shop/LolaLingerieShop,2018,LolaLingerieShop,"Perm, Russia"
1183,https://www.etsy.com/uk/shop/THRILLENNIUM,2015,THRILLENNIUM,"Halifax, Canada"
5567,https://www.etsy.com/uk/shop/DivineBodyJewels,2012,DivineBodyJewels,"Dayton, Ohio"
4472,https://www.etsy.com/uk/shop/satyayogawear,2012,satyayogawear,"Ubud, Indonesia"
0,https://www.etsy.com/uk/shop/RiviereLingerie,2019,RiviereLingerie,"Kharkiv, Ukraine"
25,https://www.etsy.com/uk/shop/TigraLingerie,2019,TigraLingerie,"Lviv, Ukraine"
567,https://www.etsy.com/uk/shop/blitzknitz,2008,blitzknitz,"New York, United States"
2861,https://www.etsy.com/uk/shop/earthernwear,2013,earthernwear,"Mae Hong Son, Thailand"
1455,https://www.etsy.com/uk/shop/Calligramme,2015,Calligramme,"Pittsburgh, Pennsylvania"
9814,https://www.etsy.com/uk/shop/BlackVelvetShop,2015,BlackVelvetShop,"Edinburgh, United Kingdom"
10880,https://www.etsy.com/uk/shop/OnTheInside,2007,OnTheInside,"Asheville, North Carolina"
2173,https://www.etsy.com/uk/shop/ClareBare,2006,ClareBare,"Los Angeles, California"
327,https://www.etsy.com/uk/shop/Crochetfield,2015,Crochetfield,"Wrocław, Poland"
68,https://www.etsy.com/uk/shop/BurkeEwigJewelry,2014,BurkeEwigJewelry,"Ibiza Town, Spain"
1394,https://www.etsy.com/uk/shop/zipperfactory,2015,zipperfactory,"New York, United States"
579,https://www.etsy.com/uk/shop/BeauRocksCostumier,2014,BeauRocksCostumier,"City of London, United Kingdom"
1813,https://www.etsy.com/uk/shop/NedbasLeather,2017,NedbasLeather,"Odesa, Ukraine"
0,https://www.etsy.com/uk/shop/JarFashions,2019,JarFashions,"Jefferson City, Missouri"
2295,https://www.etsy.com/uk/shop/Voilavintagelingerie,2010,Voilavintagelingerie,"Santa Rosa, California"
4548,https://www.etsy.com/uk/shop/LoneReedDesigns,2012,LoneReedDesigns,"Livingston, Montana"
15,https://www.etsy.com/uk/shop/FineCrochetedJewelry,2014,FineCrochetedJewelry,"Bucharest, Romania"
232,https://www.etsy.com/uk/shop/Queentessence,2015,Queentessence,"Obninsk, Russia"
8276,https://www.etsy.com/uk/shop/OkieDokiePatterns,2013,OkieDokiePatterns,"Trinity, Florida"
692,https://www.etsy.com/uk/shop/VoyageurVintage,2010,VoyageurVintage,"Boise, Idaho"
13,https://www.etsy.com/uk/shop/MarevoLingeria,2016,MarevoLingeria,"Kyiv, Ukraine"
725,https://www.etsy.com/uk/shop/GloriousPasties,2012,GloriousPasties,"New York, United States"
166,https://www.etsy.com/uk/shop/RECREATIFS,2017,RECREATIFS,"Méaulte, France"
4762,https://www.etsy.com/uk/shop/EliSmile,2013,EliSmile,
334,https://www.etsy.com/uk/shop/KerryParkerStore,2018,KerryParkerStore,
9,https://www.etsy.com/uk/shop/RahimItegezUnderwear,2016,RahimItegezUnderwear,"Kyiv, Ukraine"
57,https://www.etsy.com/uk/shop/PickSleek,2018,PickSleek,
1623,https://www.etsy.com/uk/shop/Spoilmeinrhinestones,2009,Spoilmeinrhinestones,"Salt Lake, Utah"
22,https://www.etsy.com/uk/shop/RenieBoutique,2019,RenieBoutique,
131,https://www.etsy.com/uk/shop/SilveringUK,2019,SilveringUK,
18168,https://www.etsy.com/uk/shop/JEWELMECCA,2015,JEWELMECCA,
2083,https://www.etsy.com/uk/shop/LingerieJVL,2016,LingerieJVL,"Liepāja, Latvia"
3487,https://www.etsy.com/uk/shop/PeculiarByNature,2010,PeculiarByNature,"Wakefield, United Kingdom"
580,https://www.etsy.com/uk/shop/BlancheandGee,2016,BlancheandGee,"Poitiers, France"
3236,https://www.etsy.com/uk/shop/KILLERCUTECOUTURE,2014,KILLERCUTECOUTURE,
2790,https://www.etsy.com/uk/shop/YesterYearsFindings,2015,YesterYearsFindings,"Minneapolis, Minnesota"
84,https://www.etsy.com/uk/shop/SalientSeven,2010,SalientSeven,"Edmonton, Canada"
2147,https://www.etsy.com/uk/shop/shoprabbithole,2010,shoprabbithole,"North Miami, Florida"
5370,https://www.etsy.com/uk/shop/VogueVixens,2010,VogueVixens,"Winnipeg, Canada"
634,https://www.etsy.com/uk/shop/PixieWontPlay,2015,PixieWontPlay,"Riga, Latvia"
2639,https://www.etsy.com/uk/shop/LittleGhostVintage,2012,LittleGhostVintage,"Portland, Maine"
519,https://www.etsy.com/uk/shop/BoTikken,2016,BoTikken,
21,https://www.etsy.com/uk/shop/DrakkarUA,2019,DrakkarUA,
0,https://www.etsy.com/uk/shop/JustOhLingerie,2019,JustOhLingerie,"Kyiv, Ukraine"
36,https://www.etsy.com/uk/shop/PezzoApparel,2013,PezzoApparel,"Evergreen, Colorado"
917,https://www.etsy.com/uk/shop/TheVintageDomain,2011,TheVintageDomain,"Toronto, Canada"
956,https://www.etsy.com/uk/shop/byJunelsy,2018,byJunelsy,"Irvine, California"
3754,https://www.etsy.com/uk/shop/DaisyCutterBurlesque,2011,DaisyCutterBurlesque,"Barrow, United Kingdom"
334,https://www.etsy.com/uk/shop/SirenQueenBoutique,2013,SirenQueenBoutique,"Holmdel, New Jersey"
994,https://www.etsy.com/uk/shop/ViragoShop,2015,ViragoShop,"Vilnius, Lithuania"
0,https://www.etsy.com/uk/shop/skskashop,2019,skskashop,
3041,https://www.etsy.com/uk/shop/UtopiaArmoury,2009,UtopiaArmoury,"Philadelphia, Pennsylvania"
1128,https://www.etsy.com/uk/shop/nearerthemoon,2011,nearerthemoon,"London, United Kingdom"
50,https://www.etsy.com/uk/shop/plbonetsy,2019,plbonetsy,
359,https://www.etsy.com/uk/shop/ForkVintage,2013,ForkVintage,"Vilnius, Lithuania"
274,https://www.etsy.com/uk/shop/ChiaraBoutiqe,2012,ChiaraBoutiqe,"Plovdiv, Bulgaria"
766,https://www.etsy.com/uk/shop/CelestialChainmail,2011,CelestialChainmail,"Pensacola, Florida"
4743,https://www.etsy.com/uk/shop/DevilWalking,2016,DevilWalking,
614,https://www.etsy.com/uk/shop/WithLoveLingerie,2011,WithLoveLingerie,"Toronto, Canada"
11,https://www.etsy.com/uk/shop/CustomDanceAndSkate,2016,CustomDanceAndSkate,"Anthem, Arizona"
225,https://www.etsy.com/uk/shop/INDIANSTYLEhub,2019,INDIANSTYLEhub,"New Delhi, India"
154,https://www.etsy.com/uk/shop/LouEvaCreations,2017,LouEvaCreations,"Saint-Georges, Canada"
454,https://www.etsy.com/uk/shop/FilthyDirtyTheBrand,2013,FilthyDirtyTheBrand,"Dunstable, United Kingdom"
327,https://www.etsy.com/uk/shop/Designvonmerrill,2015,Designvonmerrill,"Mitte, Germany"
578,https://www.etsy.com/uk/shop/LeatherBodyHarness,2017,LeatherBodyHarness,"Bucharest, Romania"
363,https://www.etsy.com/uk/shop/FrockittoMe,2017,FrockittoMe,"Asheville, North Carolina"
2136,https://www.etsy.com/uk/shop/MadElephantShop,2014,MadElephantShop,"Vinnytsia, Ukraine"
359,https://www.etsy.com/uk/shop/TalismanLeatherNOLA,2011,TalismanLeatherNOLA,"New Orleans, Louisiana"
75,https://www.etsy.com/uk/shop/AlmondBlossomClothes,2016,AlmondBlossomClothes,"Birmingham, Alabama"
268,https://www.etsy.com/uk/shop/SilviaSantamariaShop,2013,SilviaSantamariaShop,"Barcelona, Spain"
113,https://www.etsy.com/uk/shop/FemmeFataleLook,2017,FemmeFataleLook,"Kyiv, Ukraine"
2571,https://www.etsy.com/uk/shop/Classyorsassy,2011,Classyorsassy,"Citrus Heights, California"
149,https://www.etsy.com/uk/shop/BewitcheryLingerie,2008,BewitcheryLingerie,"Pepperell, Massachusetts"
26,https://www.etsy.com/uk/shop/LaceFoxShop,2018,LaceFoxShop,"Kremenchuk, Ukraine"
282,https://www.etsy.com/uk/shop/Freakystan,2016,Freakystan,"Ibiza Town, Spain"
1954,https://www.etsy.com/uk/shop/NESTdesignstudio,2010,NESTdesignstudio,
1370,https://www.etsy.com/uk/shop/Bloodlightandbambi,2011,Bloodlightandbambi,"Dallas, Texas"
257,https://www.etsy.com/uk/shop/ConciergePhoto,2013,ConciergePhoto,"Burlington, Washington"
5,https://www.etsy.com/uk/shop/ViridiniyaKnitwear,2017,ViridiniyaKnitwear,"Minsk, Belarus"
59,https://www.etsy.com/uk/shop/SeninaUnderwear,2017,SeninaUnderwear,"Kyiv, Ukraine"
127,https://www.etsy.com/uk/shop/OBSESSharness,2018,OBSESSharness,"Kyiv, Ukraine"
3109,https://www.etsy.com/uk/shop/LaFlirtBoutique,2012,LaFlirtBoutique,"Eldersburg, Maryland"
0,https://www.etsy.com/uk/shop/BnaughtyStore,2019,BnaughtyStore,
75,https://www.etsy.com/uk/shop/ZmenaINC,2018,ZmenaINC,"New York, United States"
130,https://www.etsy.com/uk/shop/OfficialBlackFox,2016,OfficialBlackFox,"Greenville, South Carolina"
