,ab_people_rate,cn_count,cn_rate,crawled,fulltime_rate,spider,street_code,white_rate
832,0.433,3.0,0.012,,0.544,,rg1 3ww,0.644
833,0.21,2.0,0.004,,0.27399999999999997,,rg1 3qf,0.435
834,0.433,3.0,0.012,,0.544,,rg1 3wx,0.644
835,0.433,3.0,0.012,,0.544,,rg1 3xa,0.644
836,0.433,3.0,0.012,,0.544,,rg1 3wb,0.644
837,0.374,,,,0.767,,rg1 3xb,0.7090000000000001
838,0.374,,,,0.767,,rg1 3up,0.7090000000000001
839,0.433,3.0,0.012,,0.544,,rg1 3wp,0.644
840,0.414,,,,0.444,,rg1 3xf,0.484
841,0.433,3.0,0.012,,0.544,,rg1 3xh,0.644
842,0.433,3.0,0.012,,0.544,,rg1 3wy,0.644
843,0.433,3.0,0.012,,0.544,,rg1 3xl,0.644
844,0.374,,,,0.767,,rg1 3we,0.7090000000000001
845,0.374,,,,0.767,,rg1 3xj,0.7090000000000001
846,0.21,2.0,0.004,,0.27399999999999997,,rg1 3qw,0.435
847,0.433,3.0,0.012,,0.544,,rg1 3xr,0.644
848,0.433,3.0,0.012,,0.544,,rg1 3xs,0.644
849,0.414,,,,0.444,,rg1 3xt,0.484
850,0.433,3.0,0.012,,0.544,,rg1 3wr,0.644
851,0.478,5.0,0.025,,0.633,,rg1 3xw,0.5429999999999999
852,0.414,,,,0.444,,rg1 3ud,0.484
853,0.433,3.0,0.012,,0.544,,rg1 3xy,0.644
854,0.374,,,,0.767,,rg1 3xd,0.7090000000000001
855,0.433,3.0,0.012,,0.544,,rg1 3ty,0.644
856,0.414,,,,0.444,,rg1 3ya,0.484
857,0.433,3.0,0.012,,0.544,,rg1 3wd,0.644
858,0.374,,,,0.767,,rg1 3yd,0.7090000000000001
859,0.374,,,,0.767,,rg1 3xg,0.7090000000000001
860,0.374,,,,0.767,,rg1 3xz,0.7090000000000001
861,0.414,,,,0.444,,rg1 3ye,0.484
862,0.414,,,,0.444,,rg1 3yh,0.484
863,0.374,,,,0.767,,rg1 3yf,0.7090000000000001
864,0.414,,,,0.444,,rg1 3yj,0.484
865,0.414,,,,0.444,,rg1 3yn,0.484
866,0.414,,,,0.444,,rg1 3xx,0.484
867,0.374,,,,0.767,,rg1 3wg,0.7090000000000001
868,0.374,,,,0.767,,rg1 3yb,0.7090000000000001
869,0.478,5.0,0.025,,0.633,,rg1 3yr,0.5429999999999999
870,0.478,5.0,0.025,,0.633,,rg1 3yu,0.5429999999999999
871,0.433,3.0,0.012,,0.544,,rg1 3ws,0.644
872,0.414,,,,0.444,,rg1 3yw,0.484
873,0.433,3.0,0.012,,0.544,,rg1 3yg,0.644
874,0.478,5.0,0.025,,0.633,,rg1 3yy,0.5429999999999999
875,0.478,5.0,0.025,,0.633,,rg1 3yz,0.5429999999999999
876,0.414,,,,0.444,,rg1 3xu,0.484
877,0.433,3.0,0.012,,0.544,,rg1 3yq,0.644
878,0.527,10.0,0.053,,0.759,,rg1 4aa,0.47600000000000003
879,0.527,10.0,0.053,,0.759,,rg1 4ae,0.47600000000000003
880,0.444,24.0,0.042,,0.52,,rg1 4af,0.609
881,0.374,,,,0.767,,rg1 3zn,0.7090000000000001
882,0.371,7.0,0.023,,0.519,,rg1 4ah,0.601
883,0.374,,,,0.767,,rg1 3xe,0.7090000000000001
884,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4al,0.778
885,0.433,3.0,0.012,,0.544,,rg1 3wz,0.644
886,0.371,7.0,0.023,,0.519,,rg1 4aj,0.601
887,0.433,3.0,0.012,,0.544,,rg1 3yx,0.644
888,0.39299999999999996,2.0,0.008,,0.629,,rg1 4ag,0.695
889,0.374,,,,0.767,,rg1 3wj,0.7090000000000001
890,0.478,5.0,0.025,,0.633,,rg1 4ar,0.5429999999999999
891,0.371,7.0,0.023,,0.519,,rg1 4au,0.601
892,0.478,5.0,0.025,,0.633,,rg1 3yp,0.5429999999999999
893,0.514,5.0,0.013999999999999999,,0.385,,rg1 3yl,0.752
894,0.513,10.0,0.051,,0.685,,rg1 4ay,0.662
895,0.374,,,,0.767,,rg1 3xn,0.7090000000000001
896,0.414,,,,0.444,,rg1 3yt,0.484
897,0.371,7.0,0.023,,0.519,,rg1 4bb,0.601
898,0.371,7.0,0.023,,0.519,,rg1 4bd,0.601
899,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4ad,0.778
900,0.433,3.0,0.012,,0.544,,rg1 3ze,0.644
901,0.371,7.0,0.023,,0.519,,rg1 4ax,0.601
902,0.513,10.0,0.051,,0.685,,rg1 4an,0.662
903,0.564,5.0,0.015,,0.581,,rg1 4bg,0.537
904,0.433,3.0,0.012,,0.544,,rg1 3wh,0.644
905,0.35600000000000004,,,,0.62,,rg1 4ap,0.748
906,0.35600000000000004,,,,0.62,,rg1 4bl,0.748
907,0.564,5.0,0.015,,0.581,,rg1 4bn,0.537
908,0.35600000000000004,,,,0.62,,rg1 4bs,0.748
909,0.513,10.0,0.051,,0.685,,rg1 4bt,0.662
910,0.433,3.0,0.012,,0.544,,rg1 3xp,0.644
911,0.564,5.0,0.015,,0.581,,rg1 4as,0.537
912,0.513,10.0,0.051,,0.685,,rg1 4bx,0.662
913,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4bw,0.778
914,0.527,10.0,0.053,,0.759,,rg1 4da,0.47600000000000003
915,0.35600000000000004,,,,0.62,,rg1 4by,0.748
916,0.371,7.0,0.023,,0.519,,rg1 4aw,0.601
917,0.433,3.0,0.012,,0.544,,rg1 4de,0.644
918,0.35600000000000004,,,,0.62,,rg1 4bp,0.748
919,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4dg,0.762
920,0.513,10.0,0.051,,0.685,,rg1 4df,0.662
921,0.48700000000000004,,,,0.613,,rg1 4dj,0.659
922,0.5,4.0,0.019,,0.594,,rg1 4dl,0.866
923,0.564,5.0,0.015,,0.581,,rg1 4be,0.537
924,0.433,3.0,0.012,,0.544,,rg1 4bf,0.644
925,0.513,10.0,0.051,,0.685,,rg1 4dq,0.662
926,0.48700000000000004,,,,0.613,,rg1 4dp,0.659
927,0.48700000000000004,,,,0.613,,rg1 4dr,0.659
928,0.35600000000000004,,,,0.62,,rg1 4bz,0.748
929,0.527,10.0,0.053,,0.759,,rg1 4aq,0.47600000000000003
930,0.5,4.0,0.019,,0.594,,rg1 4dw,0.866
931,0.48700000000000004,,,,0.613,,rg1 4dn,0.659
932,0.48700000000000004,,,,0.613,,rg1 4dx,0.659
933,0.433,3.0,0.012,,0.544,,rg1 3xq,0.644
934,0.48700000000000004,,,,0.613,,rg1 4ea,0.659
935,0.513,10.0,0.051,,0.685,,rg1 4dd,0.662
936,0.433,3.0,0.012,,0.544,,rg1 4bu,0.644
937,0.48700000000000004,,,,0.613,,rg1 4dt,0.659
938,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4ef,0.762
939,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4dh,0.762
940,0.513,10.0,0.051,,0.685,,rg1 4eh,0.662
941,0.406,14.0,0.04,,0.518,,rg1 4ej,0.5670000000000001
942,0.547,5.0,0.016,,0.525,,rg1 4ds,0.586
943,0.433,3.0,0.012,,0.544,,rg1 4bh,0.644
944,0.406,14.0,0.04,,0.518,,rg1 4ep,0.5670000000000001
945,0.5,4.0,0.019,,0.594,,rg1 4ed,0.866
946,0.371,7.0,0.023,,0.519,,rg1 4db,0.601
947,0.406,14.0,0.04,,0.518,,rg1 4es,0.5670000000000001
948,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4eb,0.778
949,0.444,24.0,0.042,,0.52,,rg1 4at,0.609
950,0.301,,,,0.484,,rg1 4er,0.5
951,0.371,7.0,0.023,,0.519,,rg1 4ew,0.601
952,0.406,14.0,0.04,,0.518,,rg1 4ex,0.5670000000000001
953,0.371,7.0,0.023,,0.519,,rg1 4et,0.601
954,0.406,14.0,0.04,,0.518,,rg1 4el,0.5670000000000001
955,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4ez,0.762
956,0.433,3.0,0.012,,0.544,,rg1 4fd,0.644
957,0.371,7.0,0.023,,0.519,,rg1 4az,0.601
958,0.336,2.0,0.01,,0.478,,rg1 4fe,0.528
959,0.371,7.0,0.023,,0.519,,rg1 4fg,0.601
960,0.371,7.0,0.023,,0.519,,rg1 4fj,0.601
961,0.513,10.0,0.051,,0.685,,rg1 4en,0.662
962,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4fh,0.778
963,0.39299999999999996,2.0,0.008,,0.629,,rg1 4dz,0.695
964,0.444,24.0,0.042,,0.52,,rg1 4gp,0.609
965,0.336,2.0,0.01,,0.478,,rg1 4ga,0.528
966,0.406,14.0,0.04,,0.518,,rg1 4ey,0.5670000000000001
967,0.39299999999999996,2.0,0.008,,0.629,,rg1 4dy,0.695
968,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4ee,0.762
969,0.48700000000000004,,,,0.613,,rg1 4eu,0.659
970,0.371,7.0,0.023,,0.519,,rg1 4ba,0.601
971,0.48700000000000004,,,,0.613,,rg1 4du,0.659
972,0.406,14.0,0.04,,0.518,,rg1 4hf,0.5670000000000001
973,0.444,24.0,0.042,,0.52,,rg1 4hb,0.609
974,0.39299999999999996,2.0,0.008,,0.629,,rg1 4hr,0.695
975,0.336,2.0,0.01,,0.478,,rg1 4hn,0.528
976,0.258,5.0,0.011000000000000001,,0.39899999999999997,,rg1 4hl,0.45799999999999996
977,0.444,24.0,0.042,,0.52,,rg1 4ha,0.609
978,0.371,7.0,0.023,,0.519,,rg1 4hu,0.601
979,0.371,7.0,0.023,,0.519,,rg1 4ff,0.601
980,0.444,24.0,0.042,,0.52,,rg1 4gq,0.609
981,0.433,3.0,0.012,,0.544,,rg1 4hz,0.644
982,0.513,10.0,0.051,,0.685,,rg1 4ht,0.662
983,0.258,5.0,0.011000000000000001,,0.39899999999999997,,rg1 4hj,0.45799999999999996
984,0.336,2.0,0.01,,0.478,,rg1 4ja,0.528
985,0.444,24.0,0.042,,0.52,,rg1 4je,0.609
986,0.371,7.0,0.023,,0.519,,rg1 4jf,0.601
987,0.406,14.0,0.04,,0.518,,rg1 4fa,0.5670000000000001
988,0.336,2.0,0.01,,0.478,,rg1 4jg,0.528
989,0.39299999999999996,2.0,0.008,,0.629,,rg1 4jh,0.695
990,0.336,2.0,0.01,,0.478,,rg1 4fl,0.528
991,0.336,2.0,0.01,,0.478,,rg1 4jn,0.528
992,0.425,11.0,0.038,,0.512,,rg1 4hy,0.652
993,0.48700000000000004,,,,0.613,,rg1 4jr,0.659
994,0.371,7.0,0.023,,0.519,,rg1 4jb,0.601
995,0.336,2.0,0.01,,0.478,,rg1 4hp,0.528
996,0.406,14.0,0.04,,0.518,,rg1 4eq,0.5670000000000001
997,0.433,3.0,0.012,,0.544,,rg1 4fb,0.644
998,0.602,,,,0.629,,rg1 4jt,0.7170000000000001
999,0.602,,,,0.629,,rg1 4ju,0.7170000000000001
1000,0.48700000000000004,,,,0.613,,rg1 4jj,0.659
1001,0.39299999999999996,2.0,0.008,,0.629,,rg1 4jw,0.695
1002,0.444,24.0,0.042,,0.52,,rg1 4lf,0.609
1003,0.35600000000000004,,,,0.62,,rg1 4lg,0.748
1004,0.425,11.0,0.038,,0.512,,rg1 4jq,0.652
1005,0.336,2.0,0.01,,0.478,,rg1 4lh,0.528
1006,0.336,2.0,0.01,,0.478,,rg1 4ll,0.528
1007,0.371,7.0,0.023,,0.519,,rg1 4lb,0.601
1008,0.336,2.0,0.01,,0.478,,rg1 4hx,0.528
1009,0.444,24.0,0.042,,0.52,,rg1 4ld,0.609
1010,0.27,,,,0.599,,rg1 4ls,0.415
1011,0.5,4.0,0.019,,0.594,,rg1 4eg,0.866
1012,0.301,,,,0.484,,rg1 4lu,0.5
1013,0.336,2.0,0.01,,0.478,,rg1 4lj,0.528
1014,0.258,5.0,0.011000000000000001,,0.39899999999999997,,rg1 4ly,0.45799999999999996
1015,0.27,,,,0.599,,rg1 4lw,0.415
1016,0.48700000000000004,,,,0.613,,rg1 4hs,0.659
1017,0.258,5.0,0.011000000000000001,,0.39899999999999997,,rg1 4lz,0.45799999999999996
1018,0.48700000000000004,,,,0.613,,rg1 4jl,0.659
1019,0.602,,,,0.629,,rg1 4js,0.7170000000000001
1020,0.336,2.0,0.01,,0.478,,rg1 4lt,0.528
1021,0.35600000000000004,,,,0.62,,rg1 4hw,0.748
1022,0.48700000000000004,,,,0.613,,rg1 4nn,0.659
1023,0.336,2.0,0.01,,0.478,,rg1 4na,0.528
1024,0.48700000000000004,,,,0.613,,rg1 4nq,0.659
1025,0.27,,,,0.599,,rg1 4lx,0.415
1026,0.48700000000000004,,,,0.613,,rg1 4nu,0.659
1027,0.433,3.0,0.012,,0.544,,rg1 4np,0.644
1028,0.48700000000000004,,,,0.613,,rg1 4nw,0.659
1029,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4nh,0.762
1030,0.444,24.0,0.042,,0.52,,rg1 4le,0.609
1031,0.48700000000000004,,,,0.613,,rg1 4ny,0.659
1032,0.336,2.0,0.01,,0.478,,rg1 4pa,0.528
1033,0.564,5.0,0.015,,0.581,,rg1 4pb,0.537
1034,0.48700000000000004,,,,0.613,,rg1 4nz,0.659
1035,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4nt,0.762
1036,0.39299999999999996,2.0,0.008,,0.629,,rg1 4pf,0.695
1037,0.336,2.0,0.01,,0.478,,rg1 4pg,0.528
1038,0.444,24.0,0.042,,0.52,,rg1 4pj,0.609
1039,0.444,24.0,0.042,,0.52,,rg1 4ph,0.609
1040,0.336,2.0,0.01,,0.478,,rg1 4nr,0.528
1041,0.513,10.0,0.051,,0.685,,rg1 4lp,0.662
1042,0.602,,,,0.629,,rg1 4pp,0.7170000000000001
1043,0.371,7.0,0.023,,0.519,,rg1 4ps,0.601
1044,0.371,7.0,0.023,,0.519,,rg1 4pr,0.601
1045,0.513,10.0,0.051,,0.685,,rg1 4pt,0.662
1046,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4nj,0.762
1047,0.27,,,,0.599,,rg1 4nd,0.415
1048,0.39299999999999996,2.0,0.008,,0.629,,rg1 4pw,0.695
1049,0.444,24.0,0.042,,0.52,,rg1 4py,0.609
1050,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4nl,0.762
1051,0.425,11.0,0.038,,0.512,,rg1 4pz,0.652
1052,0.444,24.0,0.042,,0.52,,rg1 4qb,0.609
1053,0.444,24.0,0.042,,0.52,,rg1 4pu,0.609
1054,0.425,11.0,0.038,,0.512,,rg1 4pd,0.652
1055,0.371,7.0,0.023,,0.519,,rg1 4qh,0.601
1056,0.371,7.0,0.023,,0.519,,rg1 4qg,0.601
1057,0.444,24.0,0.042,,0.52,,rg1 4qa,0.609
1058,0.39299999999999996,2.0,0.008,,0.629,,rg1 4pe,0.695
1059,0.39299999999999996,2.0,0.008,,0.629,,rg1 4pl,0.695
1060,0.371,7.0,0.023,,0.519,,rg1 4qp,0.601
1061,0.444,24.0,0.042,,0.52,,rg1 4qd,0.609
1062,0.371,7.0,0.023,,0.519,,rg1 4qr,0.601
1063,0.371,7.0,0.023,,0.519,,rg1 4qt,0.601
1064,0.35600000000000004,,,,0.62,,rg1 4qn,0.748
1065,0.336,2.0,0.01,,0.478,,rg1 4ln,0.528
1066,0.42700000000000005,6.0,0.033,,0.6709999999999999,,rg1 4ng,0.762
1067,0.371,7.0,0.023,,0.519,,rg1 4jd,0.601
1068,0.374,,,,0.767,,rg1 4qw,0.7090000000000001
1069,0.35600000000000004,,,,0.62,,rg1 4ra,0.748
1070,0.371,7.0,0.023,,0.519,,rg1 4qq,0.601
1071,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rd,0.778
1072,0.35600000000000004,,,,0.62,,rg1 4la,0.748
1073,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rb,0.778
1074,0.35600000000000004,,,,0.62,,rg1 4qx,0.748
1075,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rg,0.778
1076,0.371,7.0,0.023,,0.519,,rg1 4rl,0.601
1077,0.564,5.0,0.015,,0.581,,rg1 4qe,0.537
1078,0.564,5.0,0.015,,0.581,,rg1 4qz,0.537
1079,0.39299999999999996,2.0,0.008,,0.629,,rg1 4pq,0.695
1080,0.371,7.0,0.023,,0.519,,rg1 4qs,0.601
1081,0.5,4.0,0.019,,0.594,,rg1 4rq,0.866
1082,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rt,0.778
1083,0.371,7.0,0.023,,0.519,,rg1 4rr,0.601
1084,0.371,7.0,0.023,,0.519,,rg1 4rw,0.601
1085,0.478,5.0,0.025,,0.633,,rg1 4pn,0.5429999999999999
1086,0.35600000000000004,,,,0.62,,rg1 4rj,0.748
1087,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rf,0.778
1088,0.35600000000000004,,,,0.62,,rg1 4rh,0.748
1089,0.527,10.0,0.053,,0.759,,rg1 4re,0.47600000000000003
1090,0.467,5.0,0.022000000000000002,,0.645,,rg1 4se,0.451
1091,0.564,5.0,0.015,,0.581,,rg1 4qy,0.537
1092,0.588,10.0,0.04,,0.629,,rg1 4ry,0.40700000000000003
1093,0.478,5.0,0.025,,0.633,,rg1 4sb,0.5429999999999999
1094,0.371,7.0,0.023,,0.519,,rg1 4qu,0.601
1095,0.444,24.0,0.042,,0.52,,rg1 4sl,0.609
1096,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rs,0.778
1097,0.602,,,,0.629,,rg1 4rn,0.7170000000000001
1098,0.467,5.0,0.022000000000000002,,0.645,,rg1 4sg,0.451
1099,0.444,24.0,0.042,,0.52,,rg1 4sj,0.609
1100,0.564,5.0,0.015,,0.581,,rg1 4px,0.537
1101,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4sf,0.778
1102,0.371,7.0,0.023,,0.519,,rg1 4ql,0.601
1103,0.444,24.0,0.042,,0.52,,rg1 4sx,0.609
1104,0.478,5.0,0.025,,0.633,,rg1 4sy,0.5429999999999999
1105,0.527,10.0,0.053,,0.759,,rg1 4ta,0.47600000000000003
1106,0.444,24.0,0.042,,0.52,,rg1 4sq,0.609
1107,0.35600000000000004,,,,0.62,,rg1 4tr,0.748
1108,0.527,10.0,0.053,,0.759,,rg1 4tb,0.47600000000000003
1109,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4ts,0.778
1110,0.478,5.0,0.025,,0.633,,rg1 4sa,0.5429999999999999
1111,0.433,3.0,0.012,,0.544,,rg1 4tt,0.644
1112,0.444,24.0,0.042,,0.52,,rg1 4st,0.609
1113,0.433,3.0,0.012,,0.544,,rg1 4ud,0.644
1114,0.444,24.0,0.042,,0.52,,rg1 4sn,0.609
1115,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4tw,0.778
1116,0.433,3.0,0.012,,0.544,,rg1 4ux,0.644
1117,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4rx,0.778
1118,0.433,3.0,0.012,,0.544,,rg1 4wb,0.644
1119,0.433,3.0,0.012,,0.544,,rg1 4ua,0.644
1120,0.433,3.0,0.012,,0.544,,rg1 4ub,0.644
1121,0.433,3.0,0.012,,0.544,,rg1 4we,0.644
1122,0.527,10.0,0.053,,0.759,,rg1 4td,0.47600000000000003
1123,0.433,3.0,0.012,,0.544,,rg1 4wh,0.644
1124,0.444,24.0,0.042,,0.52,,rg1 4su,0.609
1125,0.444,24.0,0.042,,0.52,,rg1 4sp,0.609
1126,0.444,24.0,0.042,,0.52,,rg1 4sh,0.609
1127,0.433,3.0,0.012,,0.544,,rg1 4wy,0.644
1128,0.433,3.0,0.012,,0.544,,rg1 4wj,0.644
1129,0.527,10.0,0.053,,0.759,,rg1 4te,0.47600000000000003
1130,0.433,3.0,0.012,,0.544,,rg1 4xd,0.644
1131,0.444,24.0,0.042,,0.52,,rg1 4ss,0.609
1132,0.433,3.0,0.012,,0.544,,rg1 4wn,0.644
1133,0.433,3.0,0.012,,0.544,,rg1 4wg,0.644
1134,0.444,24.0,0.042,,0.52,,rg1 4sd,0.609
1135,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4tp,0.778
1136,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xn,0.778
1137,0.433,3.0,0.012,,0.544,,rg1 4xg,0.644
1138,0.433,3.0,0.012,,0.544,,rg1 4wd,0.644
1139,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xh,0.778
1140,0.433,3.0,0.012,,0.544,,rg1 4xj,0.644
1141,0.433,3.0,0.012,,0.544,,rg1 4xa,0.644
1142,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xu,0.778
1143,0.374,,,,0.767,,rg1 4xb,0.7090000000000001
1144,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xr,0.778
1145,0.433,3.0,0.012,,0.544,,rg1 4wz,0.644
1146,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xx,0.778
1147,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xt,0.778
1148,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4ya,0.778
1149,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yd,0.778
1150,0.444,24.0,0.042,,0.52,,rg1 4sr,0.609
1151,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4ye,0.778
1152,0.433,3.0,0.012,,0.544,,rg1 4xq,0.644
1153,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yh,0.778
1154,0.35600000000000004,,,,0.62,,rg1 4yl,0.748
1155,0.374,,,,0.767,,rg1 4xp,0.7090000000000001
1156,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yb,0.778
1157,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yq,0.778
1158,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yr,0.778
1159,0.35600000000000004,,,,0.62,,rg1 4ys,0.748
1160,0.374,,,,0.767,,rg1 4xe,0.7090000000000001
1161,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xf,0.778
1162,0.35600000000000004,,,,0.62,,rg1 4yu,0.748
1163,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yj,0.778
1164,0.433,3.0,0.012,,0.544,,rg1 4wx,0.644
1165,0.35600000000000004,,,,0.62,,rg1 4ug,0.748
1166,0.433,3.0,0.012,,0.544,,rg1 4xz,0.644
1167,0.45899999999999996,5.0,0.013999999999999999,,0.645,,rg1 5aa,0.573
1168,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yp,0.778
1169,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5ad,0.71
1170,0.433,3.0,0.012,,0.544,,rg1 4yz,0.644
1171,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yg,0.778
1172,0.547,5.0,0.016,,0.525,,rg1 5ag,0.586
1173,0.547,5.0,0.016,,0.525,,rg1 5ah,0.586
1174,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5ae,0.71
1175,0.35600000000000004,,,,0.62,,rg1 4yy,0.748
1176,0.371,7.0,0.023,,0.519,,rg1 5al,0.601
1177,0.547,5.0,0.016,,0.525,,rg1 5an,0.586
1178,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yw,0.778
1179,0.547,5.0,0.016,,0.525,,rg1 5ap,0.586
1180,0.371,7.0,0.023,,0.519,,rg1 5aj,0.601
1181,0.547,5.0,0.016,,0.525,,rg1 5as,0.586
1182,0.374,,,,0.767,,rg1 4wq,0.7090000000000001
1183,0.28300000000000003,6.0,0.016,,0.257,,rg1 5au,0.7759999999999999
1184,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yt,0.778
1185,0.402,19.0,0.061,,0.43799999999999994,,rg1 5aw,0.625
1186,0.436,5.0,0.015,,0.467,,rg1 5az,0.725
1187,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4xl,0.778
1188,0.39299999999999996,2.0,0.008,,0.629,,rg1 5bb,0.695
1189,0.307,2.0,0.006,,0.298,,rg1 5at,0.8009999999999999
1190,0.433,3.0,0.012,,0.544,,rg1 5ab,0.644
1191,0.547,5.0,0.016,,0.525,,rg1 5aq,0.586
1192,0.40399999999999997,2.0,0.006999999999999999,,0.588,,rg1 4yf,0.778
1193,0.547,5.0,0.016,,0.525,,rg1 5bd,0.586
1194,0.588,11.0,0.038,,0.745,,rg1 5bf,0.564
1195,0.371,7.0,0.023,,0.519,,rg1 5bl,0.601
1196,0.371,7.0,0.023,,0.519,,rg1 5bh,0.601
1197,0.35600000000000004,,,,0.62,,rg1 4zr,0.748
1198,0.371,7.0,0.023,,0.519,,rg1 5bj,0.601
1199,0.371,7.0,0.023,,0.519,,rg1 5bn,0.601
1200,0.38,2.0,0.006,,0.51,,rg1 5ax,0.608
1201,0.35600000000000004,,,,0.62,,rg1 4yx,0.748
1202,0.371,7.0,0.023,,0.519,,rg1 5da,0.601
1203,0.5,4.0,0.019,,0.594,,rg1 5bs,0.866
1204,0.336,2.0,0.01,,0.478,,rg1 5dd,0.528
1205,0.38,2.0,0.006,,0.51,,rg1 5de,0.608
1206,0.433,3.0,0.012,,0.544,,rg1 5be,0.644
1207,0.38,1.0,0.004,,0.42,,rg1 5ay,0.7
1208,0.39299999999999996,2.0,0.008,,0.629,,rg1 5bz,0.695
1209,0.38,1.0,0.004,,0.42,,rg1 5ba,0.7
1210,0.602,,,,0.629,,rg1 5bw,0.7170000000000001
1211,0.462,14.0,0.033,,0.298,,rg1 5dj,0.718
1212,0.42200000000000004,3.0,0.012,,0.505,,rg1 5dp,0.78
1213,0.547,5.0,0.016,,0.525,,rg1 5df,0.586
1214,0.547,5.0,0.016,,0.525,,rg1 5bx,0.586
1215,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dr,0.71
1216,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dh,0.71
1217,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5du,0.71
1218,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dq,0.71
1219,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dn,0.71
1220,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5bp,0.71
1221,0.462,14.0,0.033,,0.298,,rg1 5dz,0.718
1222,0.336,2.0,0.01,,0.478,,rg1 5db,0.528
1223,0.462,14.0,0.033,,0.298,,rg1 5ed,0.718
1224,0.307,2.0,0.006,,0.298,,rg1 5ee,0.8009999999999999
1225,0.35600000000000004,,,,0.62,,rg1 4yn,0.748
1226,0.547,5.0,0.016,,0.525,,rg1 5ar,0.586
1227,0.462,14.0,0.033,,0.298,,rg1 5eb,0.718
1228,0.46399999999999997,9.0,0.027000000000000003,,0.435,,rg1 5ep,0.764
1229,0.462,14.0,0.033,,0.298,,rg1 5ea,0.718
1230,0.547,5.0,0.016,,0.525,,rg1 5af,0.586
1231,0.318,5.0,0.015,,0.16,,rg1 5es,0.847
1232,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5ds,0.71
1233,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dx,0.71
1234,0.402,19.0,0.061,,0.43799999999999994,,rg1 5ex,0.625
1235,0.46799999999999997,9.0,0.040999999999999995,,0.618,,rg1 5dt,0.71
1236,0.222,8.0,0.025,,0.483,,rg1 5ej,0.5770000000000001
1237,0.402,19.0,0.061,,0.43799999999999994,,rg1 5ey,0.625
